Series Name,Series Code,Country Name,Country Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Germany,DEU,49.0820038381119,48.5521152579269,49.1578826764436,49.5774970639627,49.6791750214838,49.6634105817984,49.6404526572124,49.776517105037,49.1489483638031,48.9124516406362,48.8220120378332,48.6355558103537,48.7400017201342,48.7799982796686,48.8330083725198,48.5948612066988,48.6133019760805,48.5356968706078,48.4380826711798,47.9100324181656,47.9659169153087,47.8108681930338,47.9055488609629,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ghana,GHA,55.9022589434825,55.9022589434825,56.2538454777182,56.6933286455129,57.5722949811022,58.4512613166916,59.8927661070581,61.6594884415927,62.3187131932847,63.4174211127714,63.7690076470071,64.3007822800387,65.1973279423398,66.3619583369957,66.3619583369957,67.240924672585,67.6804078403797,68.5593741759691,68.5593741759691,68.647270809528,69.0867539773227,68.9988573437637,68.9988573437637,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.9625935162095,18.9625935162095,18.9526184538653,18.9526184538653,18.9426433915212,18.9226932668329,18.9027431421446,18.8628428927681,18.8428927680798,18.8428927680798,18.8428927680798,18.8229426433915,18.8029925187032,18.7930174563591,18.7730673316708,18.7630922693267,18.713216957606,18.713216957606,18.7032418952618,18.6932668329177,18.6852867830424,18.6753117206983,18.6753117206983,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,India,IND,61.0744688365022,60.9799575540076,61.0058556634457,60.9752488068371,60.8588754839079,60.7391387701425,60.8709836909178,60.8349954089715,60.8844372542623,60.8689656564162,60.7048321836142,60.7293849367178,60.6247834817149,60.6671622062499,60.5834137744308,60.5094191760365,60.4132261981239,60.4593046525785,60.5639061075814,60.3974182611942,60.4300431523044,60.4206256579633,60.6352099933069,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Indonesia,IDN,22.9215542319645,22.8260569561209,23.1931418603753,23.1683015285084,23.7241729549507,23.7186528812025,24.027225003726,24.2204275849125,25.3244423345496,26.0420519218137,26.3307517788438,26.5962673261315,28.1556881599938,29.4584255645655,28.6193743548414,28.4283798031542,29.256390865382,29.8083982402005,30.6916100399101,30.6916100399101,31.1884166772468,31.1884166772468,31.4644203646561,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Israel,ISR,26.7097966728281,26.6635859519408,26.6635859519408,26.7560073937153,26.4787430683919,26.0628465804067,26.0166358595194,25.9704251386322,25.8317929759704,26.1552680221811,25.9242144177449,26.0166358595194,25.4621072088725,23.7292051756007,23.775415896488,23.5120147874307,23.9417744916821,23.826247689464,24.1497227356747,23.3133086876155,23.8909426987061,24.3160813308688,24.043438077634,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Italy,ITA,54.5850192104995,54.3266124919248,54.0954064805685,53.3881880928904,52.1335554724423,52.1879568868791,52.1743565332699,52.6469688211894,53.7179966679134,53.167182346741,52.7081704124307,51.9295501683044,50.6799483239274,50.5983545250561,50.0985925069695,48.286530223703,48.1471408172979,49.1507445434147,47.5365472224111,48.7108179778337,47.0952607601822,46.6750526959951,46.338478275651,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jamaica,JAM,43.9519852262235,43.9519852262235,46.4450600184672,46.1680517082179,45.8910433979686,45.6140350877193,45.1523545706371,44.6906740535549,44.5060018467221,44.2289935364728,44.2289935364728,43.7673130193906,43.7673130193906,43.5826408125577,43.1209602954755,43.1209602954755,42.8439519852262,41.4589104339797,41.4589104339797,40.9972299168975,40.9972299168975,40.9972299168975,40.9972299168975,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Japan,JPN,15.5074053757543,15.4004388370817,15.2879868348875,15.1755348326934,14.9286889742183,14.8120713305898,14.6886145404664,14.5679012345679,14.4609053497942,14.4252400548697,13.1495198902606,13.0672153635117,12.9931412894376,12.9327846364883,12.8724279835391,12.8148148148148,12.7572016460905,12.6968449931413,12.6447187928669,12.5990947743794,12.5111437231693,12.4780557384244,12.445139346061,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kenya,KEN,47.2238816459922,47.5665038479109,47.1588712794743,47.8476297571775,47.8230312401167,46.4753839125698,46.7266401939769,46.4876831711003,47.2221246090593,46.8619320378114,47.1571142425414,47.1202164669501,47.2186105351934,47.4259408932776,47.4435112626067,47.5348771831184,47.5629897740451,47.5893453280388,47.9407527146221,48.0022490072741,48.5469304564782,48.7226341497698,48.5469304564782,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Dem. People’s Rep.",PRK,21.0115438917033,21.0115438917033,21.1776430529026,22.0081388588988,22.0081388588988,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.1776430529026,21.5928909559007,21.5928909559007,21.5928909559007,22.0081388588988,22.174238020098,22.2572876006976,21.8420396976995,21.8420396976995,21.8420396976995,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Rep.",KOR,22.4030686294837,22.143893842007,21.9572879950238,21.7292141820444,21.2315985900892,20.8169189301265,20.5577441426498,20.4126062616629,20.2571013891769,20.4540742276591,20.1054372544966,19.8264283500362,19.6487603305785,19.5517455071266,19.4217862674239,19.1783649876135,18.9847296739579,18.7261671647944,18.486096807415,18.2351126195619,18.0612979533066,18.366718027735,18.1468409496645,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Liechtenstein,LIE,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.125,43.125,43.125,43.125,43.125,42.5,42.5,42.5,40.625,39.375,37.5,37.5,35,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mexico,MEX,54.6073715887754,54.6192031688058,54.620746418375,54.6258905836055,54.6284626662208,54.6876205663726,54.6876205663726,54.6953368142185,54.6958512307415,54.6979088968338,54.8110805319067,54.8110805319067,54.8110805319067,54.8213688623679,54.8213688623679,54.8213688623679,54.8882430103655,54.8908150929808,54.8908150929808,54.8908150929808,54.8908150929808,54.8908150929808,54.8908150929808,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,New Zealand,NZL,61.216816679959,60.612965705822,60.4572557062018,57.4076183965668,56.872127910068,56.6024837643842,56.5986859595154,56.5986859595154,56.5986859595154,58.5355664425962,58.5545554669401,45.9496411074399,45.0343701340625,45.1558998898637,44.4798906232198,43.2000303824389,43.625384527743,43.1962325775702,43.6367779423493,43.3253579431089,43.1848391629638,42.571113896168,42.1784208727356,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Nigeria,NGA,70.1922549051901,70.7610044248273,71.4395511490278,72.7033169735499,75.1012879212095,75.3208823303359,75.5404767394622,76.4737529782492,77.8462180352888,78.2854068535415,76.3090571714044,77.5168264215993,78.7794942740758,78.8343928763574,79.8225677174259,80.4813509448049,80.9205397630576,79.8225677174259,75.7600711485886,76.8580431942203,77.956015239852,79.0539872854837,77.7364208307256,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Russian Federation,RUS,,13.5223719413421,13.3524103848487,13.2901907232197,13.2125399459531,13.1952331059546,13.3093386817595,13.2643318906314,13.2281702241387,13.2566688683588,13.2390216624218,13.2257977869402,13.2029341345878,13.1846021330511,13.1661598924145,13.1573709193088,13.1558444571717,13.1584362579663,13.1557495418844,13.0642790716419,13.1069001585773,13.0885816398372,13.2406253453804,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Saudi Arabia,SAU,57.5301555107946,57.5645790788439,80.8418888304825,80.8418888304825,80.8418888304825,80.7093115751573,80.8418888304825,80.8418888304825,80.8418888304825,80.8418888304825,80.8446799305946,80.8456102972987,80.8479362140588,80.8065348957292,80.8102563625453,80.7902534784085,80.7907186617605,80.7428047765027,80.6790746572762,80.6655843400676,80.6572110397313,80.6372081555945,80.6139489879936,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,South Africa,ZAF,79.1408716583271,79.526663314346,79.9083332646382,80.179541501455,80.3897484935165,80.6947547172922,80.7400934802859,80.7755401495355,80.8332440297092,80.888474886447,80.796148678169,80.8085137953491,80.7260796808151,80.4622905143064,80.359247871139,79.8687648896619,79.8704135719526,80.0501199416366,79.9511990041959,79.871237913098,79.4450535409574,79.830020855831,79.830020855831,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Spain,ESP,60.8101073201986,60.6259010091302,60.1333493512734,60.4336857280154,59.5046452026269,60.3455870575044,60.1854076565754,59.9831811629025,59.6227775108121,59.6513026052104,59.2152772205729,58.9511862776531,58.3982692654394,58.2375095156056,58.4343505179427,57.3429796785442,56.1078720121817,56.4194065757819,56.0903220631292,55.0888982220356,54.0409698327599,53.8613782211471,53.8613782211471,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sweden,SWE,8.18345762050982,8.14933957206219,8.17858361358873,8.17858361358873,7.96169030560023,8.03480040941658,7.94219427791588,7.87395818102062,7.78378905298046,7.68387191109811,7.68630891455866,7.72530096992738,7.70824194570356,7.75941901837501,7.83740312911244,7.70824194570356,7.64487985572939,7.53765170346542,7.50353365501779,7.51815567578106,7.47185261003071,7.48416556193843,7.48244709579221,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Switzerland,CHE,40.4993802018771,40.3804801538111,40.2615801057451,40.1426800576792,40.0237800096132,39.9413074276462,39.8638905052243,39.7788797247381,39.6989247311828,39.6214958000202,39.5364724337727,39.4590354739133,39.3765339945852,39.3016194331984,39.2226327243282,39.1426474681783,39.0601275432736,38.9867395485373,38.9082903127847,38.8349023180484,38.7589837028039,38.6855957080676,38.6096770928232,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Turkey,TUR,52.0600808180554,51.8482907371074,51.8599846679573,52.1666255213544,51.3142678949625,51.1466548861141,50.9881371568156,51.8677806218573,52.3654223458025,52.5954029858503,53.2307732286943,53.5270194768915,52.8097917180983,53.5452100359913,53.5621012694412,52.6135935449502,51.3298598027624,50.8322180788171,50.5580603666697,50.6892922573184,49.6953081350779,49.9032002390759,49.9239894494757,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,United Arab Emirates,ARE,3.70813397129187,4.05502392344498,4.24641148325359,4.44976076555024,4.58133971291866,4.688995215311,4.78468899521531,4.82057416267943,6.23205741626794,6.60287081339713,6.7822966507177,6.83014354066986,6.6866028708134,6.6866028708134,6.72248803827751,6.50239234449761,6.43062200956938,6.51435406698565,4.69976076555024,4.75239234449761,4.70693779904306,4.56578947368421,4.57296650717703,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,United Kingdom,GBR,74.9927665027074,74.6910263299301,72.4755094448807,71.9588310668375,71.8348282561071,72.3101723639069,72.6863142231224,72.4093746124912,71.1734799322118,70.1194560410036,70.0739883437358,70.1690571652957,70.0863886248088,70.4790641921217,70.0863886248088,73.7320712602819,72.9425866986318,73.0955234985326,71.6116231967925,71.1941470673335,70.9461414458728,71.020543132311,71.3024428553714,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,United States,USA,46.615336239049,46.4494877147624,46.1786054311843,45.9810939233275,45.8719112213614,45.4534139247251,45.2982653052312,45.2658380427472,45.1893009686689,45.2305848555761,45.2900702036254,45.0848730397122,45.1788489748874,44.9164585589047,44.945164332367,44.6647427613426,45.0623450106528,45.1835162264332,44.8170850359992,44.6493328173408,44.2386268477888,44.6799753373082,44.322552151317,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,Vietnam,VNM,20.7410365909859,21.5828443270147,21.7733263694737,21.9361577928661,21.7487480414145,23.6013395188792,24.0990506620787,24.747304064641,25.8471842452917,28.2260657107953,30.4831399273522,30.4459829335051,30.7575708710936,31.5915760957203,32.4252588125262,32.5023381817009,32.4526719772955,33.0273809139872,33.1925049182443,34.7295771922469,34.8092366239881,35.0011287773729,35.0685329119231,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Argentina,ARG,1276600,1277550,1278500,1279480,1280450,1281420,1282350,1283300,1284120,1285100,1286060,1287100,1308835,1343450,1377975,1411040,1440330,1442610,1437920,1474810,1482810,1492540,1491990,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Australia,AUS,4629740,4661780,4602860,4691000,4633480,4652210,4622000,4637860,4537290,4555000,4557000,4470000,4395000,4401100,4451490,4349250,4254490,4172880,4090290,3985800,4096726,4054740,3966153,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Austria,AUT,35190,34920,34520,34500,34320,34260,34170,34140,33540,33730,33691,33681,33690.3,32552,32566.5,32354.2,32342.2,32018,31940,31848.1,31808.1,31654.1,31544.7,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Belgium,BEL,,,,,,,,,,13900,13890,13910,13940,13930,13850,13820,13690,13680,13580,13570,13360,13330,13365,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Brazil,BRA,2449410,2467090,2494630,2514180,2584720,2590190,2595660,2601120,2607590,2614060,2634650,2658680,2684690,2721320,2724326,2727840,2716380,2735000,2735400,2734630,2753730,2756070,2788081,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Canada,CAN,677530,678140,678740,679340,679940,680550,679440,678340,677230,676130,675020,675170,675350,675510,675690,659540,652824,646108,639402,632686,625970,653460,652510,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Chile,CHL,157890,155560,154770,154500,153300,152320,152220,152190,150600,151100,151500,155650,154250,159350,158850,158000,157360,157760,157860,157430,157594,158089.8,157810,,
Agricultural land (sq. km),AG.LND.AGRI.K2,China,CHN,5113790,5143140,5182230,5228330,5228330,5228720,5233330,5236830,5231330,5220030,5199150,5185330,5161330,5164330,5174330,5141330,5145680,5145490,5145530,5145500,5145530,5145530,5145530,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Czech Republic,CZE,,,42820,42840,42800,42800,42800,42840,42820,42800,42780,42720,42690,42650,42600,42540,42490,42440,42390,42340,42290,42250,42190,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Denmark,DNK,27700,27560,27390,26910,27260,27160,26880,26720,26440,26470,26760,26650,26580,26460,27070,27100,26630,26680,26340,26260,26900,26240,26090,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Finland,FIN,24248,24065,23837,24119,22440,22180,21500,21920,22014,22180,22220,22360,22460,22530,22738,23008,22949,22964,22965,22919,22866,22851,22585,,
Agricultural land (sq. km),AG.LND.AGRI.K2,France,FRA,304849,303843,302913,302049,301502,300963,300396,299800,299291,298603,297775,296944,296301,295902,295613,293935,292779,290740,290199,288924,288784.9,288465.9,287737,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Germany,DEU,171360,169510,171620,173080,173430,173370,173270,173730,171520,170680,170340,169670,170010,170130,170310,169460,169500,169210,168860,167000,167190,166640,166970,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Ghana,GHA,127200,127200,128000,129000,131000,133000,136280,140300,141800,144300,145100,146310,148350,151000,151000,153000,154000,156000,156000,156200,157200,157000,157000,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Iceland,ISL,19010,19010,19000,19000,18990,18970,18950,18910,18890,18890,18890,18870,18850,18840,18820,18810,18760,18760,18750,18740,18732,18722,18722,,
Agricultural land (sq. km),AG.LND.AGRI.K2,India,IND,1815860,1813050,1813820,1812910,1809450,1805890,1809810,1808740,1810210,1809750,1804870,1805600,1802490,1803750,1801260,1799060,1796200,1797570,1800680,1795730,1796700,1796420,1802800,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Indonesia,IDN,415240,413510,420160,419710,429780,429680,435270,438770,458770,471770,477000,481810,510060,533660,518460,515000,530000,540000,556000,556000,565000,565000,570000,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Israel,ISR,5780,5770,5770,5790,5730,5640,5630,5620,5590,5660,5610,5630,5510,5135,5145,5088,5181,5156,5226,5045,5170,5262,5203,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Italy,ITA,160540,159780,159100,157020,153330,153490,153450,154840,157990,156370,155020,152730,149070,148830,147360,142030,141620,144572,139824,143278,138526,137290,136300,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Jamaica,JAM,4760,4760,5030,5000,4970,4940,4890,4840,4820,4790,4790,4740,4740,4720,4670,4670,4640,4490,4490,4440,4440,4440,4440,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Japan,JPN,56540,56150,55740,55330,54430,53990,53540,53100,52710,52580,47930,47630,47360,47140,46920,46710,46500,46280,46090,45930,45610,45490,45370,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Kenya,KEN,268770,270720,268400,272320,272180,264510,265940,264580,268760,266710,268390,268180,268740,269920,270020,270540,270700,270850,272850,273200,276300,277300,276300,,
Agricultural land (sq. km),AG.LND.AGRI.K2,"Korea, Dem. People’s Rep.",PRK,25300,25300,25500,26500,26500,25500,25500,25500,25500,25500,25500,25500,25500,25500,26000,26000,26000,26500,26700,26800,26300,26300,26300,,
Agricultural land (sq. km),AG.LND.AGRI.K2,"Korea, Rep.",KOR,21610,21360,21180,20960,20480,20080,19830,19690,19540,19730,19450,19190,19020,18930,18810,18580,18400,18170,17950,17730,17561,17880,17687,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Liechtenstein,LIE,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,68,68,68,65,63,60,60,56,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Mexico,MEX,1061540,1061770,1061800,1061900,1061950,1063100,1063100,1063250,1063260,1063300,1065500,1065500,1065500,1065700,1065700,1065700,1067000,1067050,1067050,1067050,1067050,1067050,1067050,,
Agricultural land (sq. km),AG.LND.AGRI.K2,New Zealand,NZL,161190,159600,159190,151160,149750,149040,149030,149030,149030,154130,154180,120990,118580,118900,117120,113750,114870,113740,114900,114080,113710,112094,111060,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Nigeria,NGA,639290,644470,650650,662160,684000,686000,688000,696500,709000,713000,695000,706000,717500,718000,727000,733000,737000,727000,690000,700000,710000,720000,708000,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Russian Federation,RUS,,2216310,2187950,2177110,2164000,2161110,2179890,2172870,2167900,2171620,2168610,2166510,2162770,2159800,2156800,2154880,2154630,2154940,2154500,2139520,2146500,2143500,2168400,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Saudi Arabia,SAU,1236720,1237460,1737850,1737850,1737850,1735000,1737850,1737850,1737850,1737850,1737910,1737930,1737980,1737090,1737170,1736740,1736750,1735720,1734350,1734060,1733880,1733450,1732950,,
Agricultural land (sq. km),AG.LND.AGRI.K2,South Africa,ZAF,960050,964730,969360,972650,975200,978900,979450,979880,980580,981250,980130,980280,979280,976080,974830,968880,968900,971080,969880,968910,963740,968410,968410,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Spain,ESP,303710,302790,300330,301830,297190,301390,300590,299580,297780,297660,295200,294190,291530,290710,291640,286130,280040,281420,279700,275450,270140,269420,269420,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Sweden,SWE,33580,33440,33560,33560,32670,32970,32590,32310,31940,31530,31540,31700,31630,31840,32160,31630,31370,30930,30790,30850,30660,30486,30479,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,16009,15962,15915,15868,15821,15788,15757,15723,15691,15660,15626,15595,15562,15532,15500,15468,15435,15406,15375,15346,15316,15287,15257,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkey,TUR,400670,399040,399130,401490,394930,393640,392420,399190,403020,404790,409680,411960,406440,412100,412230,404930,395050,391220,389110,390120,382470,384070,384230,,
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,3100,3390,3550,3720,3830,3920,4000,4030,5210,5520,5670,5710,5590,5590,5620,5436,5376,5446,3929,3973,3935,3817,3823,,
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,181430,180700,175340,174090,173790,174940,175850,175180,172190,169640,169530,169760,169560,170510,169560,178380,176470,176840,173250,172240,171640,171820,172502,,
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4254290,4229480,4211390,4201390,4163060,4148850,4145880,4138870,4143990,4149440,4130640,4139250,4115210,4117840,4092148,4128576,4133126,4099607,4084262,4046693,4087065,4054370,,
Agricultural land (sq. km),AG.LND.AGRI.K2,Vietnam,VNM,67510,70250,70870,71400,70790,76820,78440,80550,84130,87800,94830,94550,95370,97956,100541,100780,100626,102408,102920,107686,107933,108528,108737,,
Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,Argentina,ARG,7454.9998989565,7455.38841753362,7883.98375528445,8449.83933666343,8900.71322445813,8798.30594703354,8838.87714394212,9617.1422431284,9861.31922834422,9701.56426879777,9817.06084382803,9612.59072753613,10294.4047206117,10165.1572681612,11388.554514117,11951.5239634385,12728.2620546409,11358.9564315696,10762.7994365062,12495.7463046788,12139.7989165438,11195.4075580743,12438.0042002149,13198.3472707762,
Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,Australia,AUS,28859.7472466634,27626.690372378,29399.8731284503,30683.9562321733,26131.1605788307,31872.3411234715,34881.9483391108,35093.0298570767,38767.2997592022,41207.9368538813,42907.5680917509,44216.1438101898,34876.4252011884,43873.2803414806,45119.4837014967,45929.9052473011,39098.9613528951,41478.0282575797,48570.0231302396,47979.1831580131,49596.2928200521,50297.4803250757,50018.9844813466,50498.214241874,
Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,Austria,AUT,13441.0044680701,13414.2573362456,13531.6490089821,14703.1052873804,15226.5026374714,16037.6468801346,16684.0795246855,18309.7524938307,19790.9712241443,19848.5840394356,20466.1071039518,20575.6064462856,20590.9494783643,23331.1358999125,23266.8684105073,23521.4028709582,26847.6656200003,29610.7490947111,28512.2823293914,28283.4380940051,33667.2188193111,32041.7246159031,32710.2860593354,35427.273554596,
